symbol,gene_id,treatment_splicing_P,treatment_over_time_splicing_P
Mtr4,FBgn0001986,0.052520433,0.782474292
koko,FBgn0264816,0.995021034,0.782847402
SPE,FBgn0039102,0.410020296,0.783104186
Tnpo-SR,FBgn0031456,0.233827903,0.783240041
CG32221,FBgn0052221,0.984124739,0.783262395
Mkp3,FBgn0036844,0.633513267,0.783759028
CG5446,FBgn0032429,0.062586689,0.78385483
fog,FBgn0000719,0.932668417,0.783874563
CG13773,FBgn0042092,0.128744732,0.784109582
CG6959,FBgn0037956,0.088789488,0.78434559
lama,FBgn0016031,0.582328189,0.784524943
slpr,FBgn0030018,0.97793448,0.784710727
CG8008,FBgn0033387,0.637029315,0.784735139
tty,FBgn0015558,0.254266185,0.784896181
CG4078,FBgn0029798,0.886279043,0.785264664
CG7685,FBgn0038619,0.277943725,0.785588601
Synd,FBgn0053094,0.687169028,0.785944995
CG5789,FBgn0039207,0.966810177,0.786751135
CG7510,FBgn0036741,0.083533054,0.786758111
SAK,FBgn0026371,0.868127456,0.786917603
CG8060,FBgn0034113,0.905773167,0.787312797
CG34109,FBgn0083945,0.070572977,0.787519447
Su(var)2-10,FBgn0003612,0.106909995,0.788215916
CG34404,FBgn0085433,0.184257457,0.788411548
CG3097,FBgn0029804,0.525660682,0.788615941
skd,FBgn0003415,0.979741556,0.789516605
CG9391,FBgn0037063,0.699970359,0.789562561
Pc,FBgn0003042,0.07586052,0.790069397
wfs1,FBgn0039003,0.491109367,0.790207968
teq,FBgn0023479,0.704798617,0.790381492
CG8230,FBgn0027607,0.893605491,0.790731185
mRpL32,FBgn0039835,0.119264612,0.790747318
CG12896,FBgn0033521,0.052230195,0.791174342
Smyd4-1,FBgn0033427,0.581421827,0.791797422
Grip163,FBgn0026432,0.209295403,0.792246002
Ugt86Da,FBgn0040259,0.941561649,0.792858611
salr,FBgn0000287,0.007425283,0.793114924
Pex1,FBgn0013563,0.120518223,0.793170922
retn,FBgn0004795,0.076008906,0.794266004
CG8974,FBgn0030693,0.401417834,0.79436275
Cdk5alpha,FBgn0027491,0.415245261,0.794385212
DIP-eta,FBgn0031725,0.90928537,0.794624785
Utx,FBgn0260749,0.695970281,0.794640218
CG18208,FBgn0038653,0.790337818,0.794648587
Fer2,FBgn0038402,0.192895094,0.794759132
CG15213,FBgn0040843,0.389132579,0.794890415
CG11073,FBgn0034693,0.033201161,0.794985391
CG15356,FBgn0031377,0.089873857,0.795355623
elB,FBgn0004858,0.912358653,0.795921978
CecC,FBgn0000279,0.925519308,0.795955091
hbs,FBgn0029082,0.601469634,0.796367088
CG10924,FBgn0034356,0.006562931,0.796621974
IRSp53,FBgn0052082,0.7265089,0.796825718
CG9328,FBgn0032886,0.883052127,0.796833036
CG11155,FBgn0039927,0.839420889,0.797432471
CG1532,FBgn0031143,0.631266701,0.797478347
Rcd-1,FBgn0031047,0.000246023,0.797543674
Slc45-1,FBgn0035968,0.011186912,0.797756874
Nop17l,FBgn0033224,0.72026021,0.797780251
Spn42Da,FBgn0265137,0.313478013,0.79779819
CG7372,FBgn0036522,0.517403741,0.797928306
CG1358,FBgn0033196,0.596607556,0.797985437
CD98hc,FBgn0037533,0.673010626,0.79817723
Rbfox1,FBgn0052062,0.083364347,0.798237456
CG32547,FBgn0052547,0.564700187,0.798252605
l(3)72Dp,FBgn0263607,0.043053556,0.798343396
Fancd2,FBgn0038827,0.523296959,0.798483609
defl,FBgn0036038,0.367427011,0.798955817
CG15160,FBgn0032688,0.024123939,0.798978542
CG4935,FBgn0028897,0.193013025,0.799068646
Gp150,FBgn0013272,0.054983666,0.799127784
Elp1,FBgn0037926,0.013230581,0.799231161
kug,FBgn0261574,0.974329426,0.799278372
CG33260,FBgn0053260,0.993532663,0.799317585
hop,FBgn0004864,0.030152441,0.79941855
CG7185,FBgn0035872,0.908932218,0.800848558
DIP-beta,FBgn0259245,0.558174573,0.80096261
CG9864,FBgn0034490,0.80552573,0.801654493
dve,FBgn0020307,0.659931672,0.801870384
CG7849,FBgn0033060,0.991477943,0.802017271
Usp14,FBgn0032216,1.76544E-05,0.803316546
Rok,FBgn0026181,0.705849147,0.80334501
stl,FBgn0086408,0.536432928,0.803682784
pdm2,FBgn0004394,0.300844792,0.804005911
gek,FBgn0023081,0.65223396,0.804170804
CG30122,FBgn0050122,0.888604813,0.804438774
Sps2,FBgn0032224,0.794746566,0.804474152
wun,FBgn0016078,0.570595458,0.80499811
Scamp,FBgn0040285,0.926195344,0.805779724
Camta,FBgn0259234,0.420800661,0.805883493
Cyp308a1,FBgn0030949,0.486111278,0.805900611
Srpk79D,FBgn0025702,0.08262067,0.806266525
CR45179,FBgn0266689,0.42975969,0.806440711
Cul5,FBgn0039632,0.445978188,0.80728172
CG9676,FBgn0030773,0.370354406,0.807284904
Fmo-1,FBgn0034943,0.151910762,0.807869301
e,FBgn0000527,0.177599779,0.808104116
Atg16,FBgn0039705,0.823759191,0.808250685
Stam,FBgn0027363,0.790651939,0.808400002
Rim2,FBgn0031359,0.046704832,0.808813272
CG16833,FBgn0026147,0.844972702,0.809114683
pio,FBgn0020521,0.963227553,0.809733451
LSm1,FBgn0261067,0.506121486,0.810171729
ValRS-m,FBgn0035942,0.224653043,0.810616047
Unc-115a,FBgn0051352,0.068245951,0.810718281
CG13594,FBgn0035041,0.497180799,0.810739395
t,FBgn0086367,0.316701206,0.810774314
olf413,FBgn0037153,0.669249186,0.811183271
CG5214,FBgn0037891,0.896073831,0.81122765
CG2747,FBgn0037541,0.047852334,0.811253904
DCTN1-p150,FBgn0001108,0.01886792,0.811270913
pHCl-1,FBgn0264908,0.958786659,0.811398135
CG14967,FBgn0035420,0.982996348,0.811430203
Vha68-1,FBgn0265262,0.415762306,0.811519304
CG34039,FBgn0054039,0.97506976,0.811581036
CG32638,FBgn0052638,0.001916199,0.811601743
CREG,FBgn0025456,0.001311396,0.812112117
CG14589,FBgn0033063,0.352553753,0.812374837
gry,FBgn0035416,0.482875374,0.812392526
CG31731,FBgn0028539,0.935774609,0.812557442
spidey,FBgn0029975,0.49994893,0.812626447
Cdk8,FBgn0015618,0.617665495,0.812693884
mod,FBgn0002780,0.872944276,0.813453029
mr,FBgn0002791,0.007263747,0.813663598
CG10559,FBgn0039323,0.631789461,0.813731852
comt,FBgn0000346,0.005122284,0.814221666
CG6610,FBgn0035675,0.035024117,0.814247231
CG6013,FBgn0038675,0.690020025,0.81475494
CG42709,FBgn0261674,0.005024543,0.814958868
Acp1,FBgn0014454,0.098945556,0.815069635
CG14764,FBgn0033236,0.467192496,0.815345148
CG42673,FBgn0261555,0.699644539,0.815493862
Usp1,FBgn0028476,0.366911234,0.81566309
l(3)04053,FBgn0010830,0.38851935,0.815776338
Sec22,FBgn0260855,0.021284023,0.815880647
Nipped-A,FBgn0053554,0.997081107,0.816032851
GalNAc-T2,FBgn0030930,0.109594967,0.816164668
Atg18a,FBgn0035850,0.409185726,0.816318389
fidipidine,FBgn0025519,0.155160886,0.816320991
CG5694,FBgn0032197,0.792210426,0.816321182
CG11070,FBgn0028467,0.340408565,0.81669005
SNRPG,FBgn0261791,0.896022397,0.816880476
meigo,FBgn0250820,0.348687899,0.817073919
mtTFB2,FBgn0037778,0.997080957,0.817252468
fng,FBgn0011591,0.929773582,0.817294051
CG13360,FBgn0025620,0.136872425,0.817516431
CG1090,FBgn0037238,0.32252382,0.817533275
CG15651,FBgn0034567,0.00023072,0.817736332
CG11247,FBgn0037120,0.330125634,0.818277258
MFS15,FBgn0034392,0.466556682,0.818887069
Ucp4A,FBgn0030872,0.375647395,0.818915555
CG6511,FBgn0035923,0.353374882,0.819129978
AIF,FBgn0031392,0.433187108,0.819182278
Mes2,FBgn0037207,0.710950893,0.819266551
cu,FBgn0261808,0.178534688,0.819286371
CG3940,FBgn0037788,0.032180903,0.819377659
ken,FBgn0011236,0.092681516,0.819464869
TORIP,FBgn0036908,0.879875068,0.820291314
tok,FBgn0004885,0.347880908,0.820459191
ft,FBgn0001075,0.185206339,0.820810086
CG32112,FBgn0052112,0.079625553,0.820822207
GatB,FBgn0039153,0.599558995,0.821402681
WDR79,FBgn0031782,2.89E-09,0.821424073
Grip84,FBgn0026430,0.2655638,0.821698371
Pten,FBgn0026379,0.88568169,0.821806831
IleRS,FBgn0027086,0.763070984,0.821818706
toc,FBgn0015600,0.989617117,0.822172583
CG14301,FBgn0038632,0.67975338,0.822674553
Tip60,FBgn0026080,0.535727473,0.822835596
CG34354,FBgn0085383,0.998408441,0.823286631
Pi4KIIalpha,FBgn0037339,0.647300764,0.823335664
ND-19,FBgn0035046,0.097523002,0.823562587
Ufl1,FBgn0037467,0.247566395,0.823665619
MYPT-75D,FBgn0036801,0.521711369,0.823855886
CG10795,FBgn0034626,0.43202855,0.824166327
cic,FBgn0262582,0.959614695,0.824401327
CRMP,FBgn0023023,0.665100459,0.824443613
fand,FBgn0033859,0.091495052,0.824622908
CG15082,FBgn0034397,0.992054282,0.82498636
pnr,FBgn0003117,0.944455675,0.825158831
Cyp305a1,FBgn0036910,0.618830855,0.825171385
Sik2,FBgn0025625,0.053094269,0.825368791
Nhe1,FBgn0026787,0.374787166,0.825624734
Exo70,FBgn0266667,0.247234861,0.825742064
Vps33B,FBgn0039335,0.9262153,0.825775927
eff,FBgn0011217,3.08E-06,0.825976078
puf,FBgn0039214,0.375617034,0.826425242
stx,FBgn0052676,0.7914622,0.82652172
CG12236,FBgn0029822,0.611047958,0.826529301
CG13101,FBgn0032084,0.615729308,0.826575664
CG6845,FBgn0035099,0.615789065,0.82686895
betaggt-I,FBgn0015000,0.589390089,0.827053044
CG42361,FBgn0259707,0.677152083,0.827517531
eEFSec,FBgn0034627,0.722615697,0.827649913
CG12728,FBgn0029825,0.39635829,0.827737667
CG10621,FBgn0032726,0.685960007,0.827759043
Yp3,FBgn0004047,0.291046608,0.827773517
unc-45,FBgn0010812,0.881315529,0.827789938
ZnT86D,FBgn0037875,0.047880491,0.827998373
CG14480,FBgn0034242,0.114718578,0.828006847
CG7239,FBgn0031740,0.019889331,0.828202089
CG6216,FBgn0036139,0.746595294,0.828379483
CG9518,FBgn0030590,0.123978901,0.828594399
ebd2,FBgn0037076,0.123978901,0.828594399
CG6364,FBgn0263398,0.877454363,0.828638287
thoc5,FBgn0034939,0.04189083,0.828775282
Syt4,FBgn0028400,0.814749983,0.828865086
galla-1,FBgn0034543,0.886113953,0.828993739
ome,FBgn0259175,0.819880229,0.82903138
CG9945,FBgn0034527,0.258444605,0.829167069
mdy,FBgn0004797,0.736468904,0.829203647
Atac2,FBgn0032691,0.194953759,0.829230342
GNBP1,FBgn0040323,0.827981671,0.829754404
CG11839,FBgn0039271,0.780922341,0.830216065
Rab10,FBgn0015789,0.188555965,0.830228553
CG14502,FBgn0034321,0.088464497,0.831091455
Hcs,FBgn0037332,0.736218857,0.831392574
Cwc25,FBgn0031452,0.34930637,0.831501975
Fbxl7,FBgn0038385,0.079738993,0.831506086
CG8435,FBgn0034084,0.25977842,0.831800613
CG15365,FBgn0030077,0.02315708,0.832106175
CecA2,FBgn0000277,0.88853322,0.832220089
CG3760,FBgn0022343,0.943490556,0.832333962
Prosalpha6,FBgn0250843,0.563231917,0.832428974
CG5867,FBgn0027586,0.989063688,0.832649268
Gem3,FBgn0011802,0.147338421,0.83294466
Adgf-D,FBgn0038172,0.742883188,0.833130512
Cubn,FBgn0052702,0.829591653,0.833449647
tau,FBgn0266579,0.480595999,0.833693515
Klp68D,FBgn0004381,0.008664165,0.833853181
gt,FBgn0001150,0.287638856,0.834704133
CG9706,FBgn0036662,0.143701292,0.835022242
CG5757,FBgn0034299,0.804752178,0.835065568
dgt6,FBgn0039638,0.526829706,0.835313412
CG17660,FBgn0031356,0.911520665,0.835426906
dmpd,FBgn0033486,0.978821975,0.835687605
drk,FBgn0004638,0.027856104,0.835854516
brat,FBgn0010300,0.143029632,0.835858845
bma,FBgn0085385,0.533836079,0.835906066
CG6040,FBgn0038679,0.16678484,0.83608432
garz,FBgn0264560,0.62435691,0.836199964
CG2065,FBgn0033204,0.251090066,0.836221751
ImpL3,FBgn0001258,0.087254303,0.836268489
CG6083,FBgn0036183,0.933382005,0.836324648
inaE,FBgn0261244,0.814589695,0.836537854
CG32549,FBgn0052549,0.146029757,0.836870198
CG45781,FBgn0267428,0.643513653,0.836898104
CG7991,FBgn0035260,0.22745775,0.836985687
CG15312,FBgn0030174,0.429006554,0.83706813
otk,FBgn0004839,0.060737208,0.837148749
CG14340,FBgn0031302,0.286950383,0.837271921
rdgB,FBgn0003218,0.995390187,0.837302881
Pdp,FBgn0029958,0.190825827,0.837930782
Or59b,FBgn0034865,0.140034214,0.838534317
CG13937,FBgn0035287,0.589030756,0.838537636
CG3630,FBgn0023540,0.596100676,0.838652322
CG6225,FBgn0038072,0.926365143,0.83885683
CG10353,FBgn0030349,0.191133993,0.838946504
Sema1a,FBgn0011259,0.713709793,0.838952869
PGRP-SA,FBgn0030310,0.421790758,0.839521588
CG17180,FBgn0035140,0.42617852,0.839528258
CG8777,FBgn0033376,0.596540683,0.83954069
ORMDL,FBgn0037110,0.522163641,0.839561287
CG12877,FBgn0039544,0.832963446,0.839801367
FucTA,FBgn0036485,0.239283136,0.839885981
lz,FBgn0002576,0.619401434,0.839986658
CG30394,FBgn0050394,0.584707133,0.840350207
CG12560,FBgn0031974,0.804690961,0.84035799
beat-VII,FBgn0250908,0.588351003,0.84094407
Nufip,FBgn0036812,0.002504631,0.841062681
CG32432,FBgn0052432,0.610231321,0.84115571
Odc2,FBgn0013308,0.694066532,0.841404115
mRpL20,FBgn0036335,0.108157892,0.841469379
kst,FBgn0004167,0.784161454,0.841596322
Tsp39D,FBgn0032943,0.267257762,0.841648248
Sema2a,FBgn0011260,0.143425992,0.841839115
srl,FBgn0037248,0.471198821,0.841987446
Ten-a,FBgn0267001,0.000165824,0.842517151
Sxl,FBgn0264270,0.972723464,0.842631568
und,FBgn0283478,0.294541464,0.843294573
FucTB,FBgn0032117,0.058512826,0.843448215
CG11593,FBgn0035488,0.876578448,0.844066062
CG1309,FBgn0035519,0.716546385,0.844806847
Flo1,FBgn0024754,0.261369023,0.845011119
Top2,FBgn0284220,0.79491087,0.84507878
Pph13,FBgn0023489,0.321837061,0.845205421
HERC2,FBgn0031107,0.353774239,0.845296856
CG6422,FBgn0039261,0.406105384,0.845443291
CG32486,FBgn0266918,0.647117782,0.845992559
Hsf,FBgn0001222,0.930241358,0.84699626
spi,FBgn0005672,0.719616211,0.847054732
alpha-Cat,FBgn0010215,0.871119686,0.847169546
YME1L,FBgn0034792,0.007450571,0.847211803
Ndg,FBgn0026403,0.816079239,0.847403635
RIOK2,FBgn0039306,0.743094415,0.847521689
Cad87A,FBgn0037963,0.205142367,0.847590975
yuri,FBgn0045842,0.500215294,0.847864485
CR45203,FBgn0266730,0.41102762,0.847957232
CG8176,FBgn0037702,0.893703376,0.848219799
CG5708,FBgn0032196,0.576552704,0.848556134
mthl4,FBgn0034219,0.495037256,0.848714275
Mocs1,FBgn0263241,0.506952428,0.848772225
rb,FBgn0003210,0.682620261,0.848784983
nmo,FBgn0011817,0.051799133,0.849202178
CG31103,FBgn0051103,0.560121861,0.849749283
CG33110,FBgn0053110,0.025567978,0.850459599
htk,FBgn0085451,0.024099691,0.850499093
CG7565,FBgn0035833,0.39749853,0.850576226
spg,FBgn0264324,0.294446646,0.850957595
fz2,FBgn0016797,0.273110433,0.851140223
Ssb-c31a,FBgn0015299,0.023586869,0.851339574
msl-1,FBgn0005617,0.517556476,0.851459292
ph-p,FBgn0004861,0.787745778,0.851762381
CG31998,FBgn0051998,0.803243406,0.851823414
lute,FBgn0262871,0.465184254,0.851834428
drpr,FBgn0027594,0.000130471,0.85226074
FKBP59,FBgn0029174,0.053917601,0.852317826
Ir85a,FBgn0037630,0.003620637,0.852416112
Pdfr,FBgn0260753,0.445455566,0.852569331
Obp19b,FBgn0031110,0.79077416,0.853103821
Snx1,FBgn0031534,0.317602815,0.853256854
Daxx,FBgn0031820,0.119326229,0.853716013
caix,FBgn0039486,0.263048849,0.854071128
mRpS11,FBgn0038474,0.411070879,0.854487709
sdt,FBgn0261873,0.982037296,0.854952418
CG8398,FBgn0035708,0.162414706,0.854965518
RpII140,FBgn0262955,0.155524477,0.855009926
VGAT,FBgn0033911,0.557350221,0.855160275
Adgf-C,FBgn0038173,0.309686124,0.855395993
Dif,FBgn0011274,0.028095029,0.855516846
CG1598,FBgn0033191,0.161865831,0.855794817
CG42514,FBgn0260388,0.913592484,0.855828533
Ent3,FBgn0036319,0.091968689,0.856156138
mRRF2,FBgn0051159,0.155767278,0.856200322
Gasz,FBgn0033273,0.765337266,0.85651969
Ibf2,FBgn0037669,5.50928E-05,0.856649956
CG7990,FBgn0030997,0.922808797,0.856891524
chico,FBgn0024248,0.273159844,0.857961587
key,FBgn0041205,0.087527393,0.858469701
CG15695,FBgn0038832,0.957929567,0.858689759
CG15822,FBgn0035308,0.428292874,0.858820497
Idgf4,FBgn0026415,0.760118586,0.859290024
Scp1,FBgn0020908,0.936170315,0.859474128
Non3,FBgn0038585,0.067987352,0.85951925
CG43066,FBgn0262476,0.965093441,0.859816784
CG14985,FBgn0035482,0.421641849,0.860067314
Cyp6a20,FBgn0033980,0.220841244,0.860348445
Ocrl,FBgn0023508,0.927060587,0.860458019
clos,FBgn0261016,0.401317499,0.860587336
CG11044,FBgn0034484,0.036425971,0.861029637
wek,FBgn0001990,0.533904261,0.861620325
Ufd4,FBgn0032208,0.999608667,0.861758151
CG6123,FBgn0030913,0.004308102,0.861762203
Mdh2,FBgn0262559,0.790315605,0.861817143
l(2)k05911,FBgn0284244,0.070290298,0.861838694
CG14478,FBgn0028953,0.902932907,0.861875334
CG7101,FBgn0030963,0.058624062,0.861892369
ade3,FBgn0000053,0.939297039,0.86214625
slow,FBgn0035539,0.107695719,0.862211894
CG11052,FBgn0040524,0.350289198,0.862784403
GC1,FBgn0260743,0.922716943,0.862827907
eco,FBgn0035766,0.511480927,0.862958607
Dip-B,FBgn0000454,0.145957657,0.86368992
CG34155,FBgn0083991,0.401765868,0.863697215
CG4753,FBgn0036622,0.716526441,0.864030722
CG17597,FBgn0032715,0.076865343,0.864391298
ACXD,FBgn0040507,0.842355369,0.864498916
Lmx1a,FBgn0052105,0.792754074,0.864668298
CG12818,FBgn0037809,0.22387117,0.864750505
CG11085,FBgn0030408,0.51452317,0.864998489
lilli,FBgn0041111,0.083406369,0.865121238
CG4168,FBgn0028888,0.982998397,0.865249624
caz,FBgn0285954,0.876484408,0.865265161
Magi,FBgn0034590,0.580278247,0.865273046
Ost48,FBgn0014868,0.412122535,0.865360532
RASSF8,FBgn0261986,0.203679605,0.865508185
CG30096,FBgn0050096,0.926913616,0.866066448
CG13506,FBgn0034723,0.542617849,0.86611213
CG7079,FBgn0038849,0.049893676,0.866693497
NtR,FBgn0029147,0.76635353,0.866762931
lap,FBgn0086372,0.289515246,0.866803879
qkr58E-2,FBgn0022985,0.17831195,0.866833524
ckn,FBgn0033987,0.027157648,0.866900619
CG10361,FBgn0036208,0.245569268,0.867014501
CG1648,FBgn0033446,0.818924431,0.867021486
CG9312,FBgn0038179,0.171942984,0.86751336
CG15046,FBgn0030927,0.331801957,0.867557604
sqd,FBgn0263396,0.302958418,0.867872842
CG8569,FBgn0033752,0.912404596,0.867876262
mri,FBgn0035107,0.913560326,0.86792107
CG43800,FBgn0264344,0.726405047,0.868044301
Ih,FBgn0263397,0.971875816,0.868149928
CG9267,FBgn0032524,0.594808739,0.868199944
CG43078,FBgn0262508,0.347770422,0.868767964
CG5104,FBgn0037009,0.152222001,0.869070222
Ns1,FBgn0038473,0.814289036,0.869260671
Cyp49a1,FBgn0033524,0.133640634,0.869561073
trp,FBgn0003861,0.920037441,0.869686626
Sec23,FBgn0262125,0.665583037,0.869808653
Sfxn1-3,FBgn0037239,0.963976118,0.870182762
CG18596,FBgn0038953,0.420889682,0.870527744
Dlip3,FBgn0040465,0.254211308,0.870715924
Amt,FBgn0038309,0.093062792,0.870933557
Uxs,FBgn0035848,0.277772067,0.871318035
boca,FBgn0004132,0.991075852,0.871457563
gol,FBgn0004919,0.362745603,0.871542954
CG33111,FBgn0053111,0.802098033,0.871578885
CG15522,FBgn0039723,0.338822343,0.87162303
Fcp1,FBgn0035026,0.50582809,0.871658948
CG33080,FBgn0053080,0.018144644,0.87168417
ArfGAP1,FBgn0020655,0.659784187,0.871779147
Rpn9,FBgn0028691,0.48853034,0.872394535
Rab35,FBgn0031090,0.263409961,0.87282356
CG32187,FBgn0052187,0.90567713,0.873277451
sv,FBgn0005561,0.355713621,0.87340361
Faa,FBgn0016013,0.452222711,0.873440145
CG30008,FBgn0050008,0.188393583,0.873737772
CG16854,FBgn0032338,0.72178462,0.87376286
dre4,FBgn0002183,0.003918943,0.874656851
prom,FBgn0259210,0.367452182,0.874667756
CSN8,FBgn0261437,0.347601014,0.875074851
Gos28,FBgn0044871,0.366363002,0.875175038
Ccm3,FBgn0038331,0.927072961,0.875301458
CIAPIN1,FBgn0001977,0.564167592,0.875373918
CG12520,FBgn0036324,0.478627617,0.875483876
CG31688,FBgn0263355,0.643422302,0.875555159
CG7342,FBgn0038716,0.162215224,0.875756542
CG9336,FBgn0032897,0.002100173,0.875940008
ghi,FBgn0266124,0.052073255,0.876452074
Lim1,FBgn0026411,0.141126264,0.876725021
l(3)05822,FBgn0010877,0.352075383,0.876797177
CG2082,FBgn0027608,0.011793261,0.877219207
CG7065,FBgn0030091,0.644271478,0.87732179
CG6739,FBgn0031926,0.408509073,0.877356014
CG7589,FBgn0036727,0.529979312,0.877652043
GCC185,FBgn0037979,0.369688856,0.877750107
CG8202,FBgn0037622,0.723262532,0.878246374
CG8260,FBgn0030684,0.502515107,0.878488106
alpha-Man-Ib,FBgn0039634,0.156133499,0.878769281
ap,FBgn0267978,0.540146971,0.878937729
CG30283,FBgn0260477,0.529717017,0.879064023
Flo2,FBgn0264078,0.973923869,0.879194182
CG34394,FBgn0085423,0.201580649,0.879436815
Scp2,FBgn0020907,0.747638096,0.879552053
CG14331,FBgn0038510,0.818436453,0.879681503
Clbn,FBgn0259152,0.280637993,0.879744149
CG43658,FBgn0263706,0.822946862,0.879856062
psq,FBgn0263102,0.99822221,0.881253909
CR43464,FBgn0263441,0.79806473,0.881650392
Zyx,FBgn0011642,0.814730173,0.882032036
CG1299,FBgn0035501,0.832247869,0.882503735
Gel,FBgn0010225,0.093518691,0.883034759
jhamt,FBgn0028841,0.132582986,0.883059846
Hmt4-20,FBgn0025639,0.01505275,0.883103828
Kal1,FBgn0039155,0.812698047,0.883330936
CG2519,FBgn0037336,0.525468014,0.883387182
CanB,FBgn0010014,0.000788988,0.883431281
rno,FBgn0035106,0.692391128,0.883470615
CG15611,FBgn0034194,0.821150184,0.884031487
neur,FBgn0002932,0.069182274,0.884043394
a,FBgn0000008,0.191722031,0.884058685
bru1,FBgn0000114,0.988513396,0.884102329
ninaC,FBgn0002938,0.434402017,0.884271985
DCTN2-p50,FBgn0021825,0.999706979,0.884332629
CG13793,FBgn0031935,0.475827601,0.884580141
CG5877,FBgn0030625,0.111820383,0.884904422
Gug,FBgn0010825,0.018649412,0.885184404
grh,FBgn0259211,0.000134818,0.885254961
CG18599,FBgn0038592,0.684547891,0.885489305
schlank,FBgn0040918,0.971412884,0.885529558
CG4301,FBgn0030747,0.530586346,0.886007492
CG14667,FBgn0037317,0.46090352,0.886065945
CG10669,FBgn0039329,0.396334579,0.886209051
CG30203,FBgn0050203,0.313246787,0.886641286
CG34265,FBgn0085294,0.725607455,0.886747486
Tao,FBgn0031030,0.901384119,0.887064385
CG11722,FBgn0037777,0.930316271,0.887105394
nkd,FBgn0002945,0.187006721,0.887810277
nrm,FBgn0262509,0.958199473,0.887836209
CG13437,FBgn0034541,0.520222228,0.887877142
CG1718,FBgn0031170,0.484837671,0.88788401
Hip1,FBgn0036309,0.267204201,0.888136388
CG6910,FBgn0036262,0.00277092,0.888506959
CG10565,FBgn0037051,0.388559304,0.88865058
Est-Q,FBgn0037090,0.069104817,0.888778824
CG9213,FBgn0030655,0.75584162,0.888833063
l(3)L1231,FBgn0086686,0.611499607,0.888841276
atilla,FBgn0032422,0.048973337,0.889191502
CG2225,FBgn0032957,0.026329661,0.88962199
MED18,FBgn0026873,0.457264027,0.8897316
Dfd,FBgn0000439,0.707738006,0.889856454
CG2926,FBgn0037344,0.059127446,0.890020179
CG11099,FBgn0034485,0.834813375,0.890024584
Uba2,FBgn0029113,0.735545394,0.890309255
CG32137,FBgn0052137,0.803263024,0.890381451
eIF3d1,FBgn0040227,0.977070996,0.890495558
firl,FBgn0032405,0.294633485,0.89060154
ema,FBgn0038427,0.805109658,0.890732366
yellow-h,FBgn0039896,0.45912483,0.891030058
CG33969,FBgn0053969,0.86805988,0.891235741
qsm,FBgn0028622,0.027692916,0.891245032
Vha100-1,FBgn0028671,0.194761762,0.89136327
puc,FBgn0243512,0.855096649,0.89140805
CG14937,FBgn0032377,0.006075229,0.891443414
CaMKI,FBgn0016126,0.9826412,0.891493091
CG5961,FBgn0038056,0.203499281,0.89165406
cno,FBgn0259212,0.850563294,0.891730936
Hf,FBgn0014000,0.461889112,0.891856252
CG7627,FBgn0032026,0.97826217,0.892314029
CG1888,FBgn0033421,0.004013557,0.892655952
Cyp4e2,FBgn0014469,0.001685565,0.892748271
CG8004,FBgn0036920,0.527153685,0.89299436
CG30050,FBgn0050050,0.083889814,0.893125933
Mst36Fa,FBgn0086681,0.072329147,0.893160277
CG6280,FBgn0033866,0.369394238,0.893453674
dpr11,FBgn0053202,0.01629977,0.893580636
CG30460,FBgn0050460,0.438905083,0.893839996
CG12288,FBgn0032620,0.065773039,0.894051775
CG30098,FBgn0050098,0.323275621,0.894330821
CG10352,FBgn0030348,0.617222108,0.894373996
CG10462,FBgn0032815,0.765034272,0.894662788
yellow-d,FBgn0041712,0.43824163,0.89513136
CG13658,FBgn0039315,0.135025941,0.895309849
Npc1a,FBgn0024320,0.010579969,0.89553175
hdly,FBgn0038842,0.452382463,0.895730325
Arf51F,FBgn0013750,0.020830425,0.895857968
FER,FBgn0000723,0.514210403,0.895963745
nompA,FBgn0016047,0.577871005,0.896055791
CG6660,FBgn0039030,0.231725627,0.896177472
sxc,FBgn0261403,0.541169383,0.896202455
rig,FBgn0250850,0.077405757,0.896229307
beat-IIa,FBgn0038498,0.965651591,0.896355482
CG7785,FBgn0038564,0.013894005,0.89699163
B4,FBgn0023407,0.980191261,0.897148406
Taf8,FBgn0022724,0.392438146,0.897253615
mxc,FBgn0260789,0.535695765,0.897466013
CG31248,FBgn0051248,0.92408059,0.897952393
CG32069,FBgn0052069,0.048222815,0.897953563
Fbw5,FBgn0031773,0.277954115,0.897997455
smal,FBgn0085409,0.598785884,0.898034467
loj,FBgn0061492,0.366695338,0.898066738
RanBPM,FBgn0262114,0.998806994,0.898282088
Spn47C,FBgn0033574,0.510055022,0.898541112
CG9492,FBgn0037726,0.400451368,0.898659263
up,FBgn0004169,0.999948578,0.898767689
CG9953,FBgn0035726,0.374416966,0.898871729
CG4364,FBgn0032138,0.099651213,0.899323615
RapGAP1,FBgn0264895,0.981805124,0.899361589
CG12811,FBgn0037779,0.512795622,0.899468406
Cam,FBgn0000253,0.990627278,0.899510748
CG40486,FBgn0263830,0.003853075,0.899580045
Nmdar1,FBgn0010399,0.628398163,0.899595174
Oatp58Dc,FBgn0034716,0.118614232,0.899684217
Atxn7,FBgn0031420,0.032304698,0.899710402
CG8858,FBgn0033698,0.479982735,0.899723113
Mpcp2,FBgn0026409,0.905414489,0.8999274
CG9705,FBgn0036661,0.977105729,0.89994994
CG7509,FBgn0035575,0.472759684,0.900059205
